Date,Time,PT08.S1(CO),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),T,RH,AH,CO(GT)
7/1/2004,15:00:00,1163,1039,118,723,121,37.8,26.9,1.7392,1.9
7/1/2004,16:00:00,1078,1009,120,767,127,37.8,22.7,1.4653,1.8
7/1/2004,17:00:00,1244,1219,177,651,157,36.9,24.7,1.5134,2.9
7/1/2004,18:00:00,1236,1239,186,637,169,34.5,28.5,1.531,3.3
7/1/2004,19:00:00,1364,1376,235,580,179,32.5,30.9,1.4875,4.4
7/1/2004,20:00:00,1193,1196,195,675,149,30.9,30.4,1.338,3.4
7/1/2004,21:00:00,1078,985,106,778,111,28.7,34.7,1.3457,1.9
7/1/2004,22:00:00,1140,1035,107,726,112,27.7,39.3,1.4372,2.1
7/1/2004,23:00:00,1239,1127,134,648,120,26.8,45.1,1.5645,2.5
7/2/2004,0:00:00,1171,1093,117,669,105,26.1,45.3,1.5115,2.3
7/2/2004,1:00:00,1065,977,83,736,90,25.9,46.1,1.5174,1.7
7/2/2004,2:00:00,1024,882,77,791,87,25.3,47.6,1.513,1.5
7/2/2004,3:00:00,873,679,-200,1010,-200,26.6,43,1.4773,0.8
7/2/2004,4:00:00,874,668,37,1043,54,25.3,47.2,1.5025,-200
7/2/2004,5:00:00,887,647,50,1046,61,25.1,48,1.5115,0.5
7/2/2004,6:00:00,993,795,60,888,63,24.8,50.6,1.5654,0.8
7/2/2004,7:00:00,1299,1225,179,620,102,25.7,49.7,1.615,2.6
7/2/2004,8:00:00,1529,1526,300,476,149,27.4,45.5,1.6396,4.9
7/2/2004,9:00:00,1320,1210,263,595,147,29.3,40,1.6082,2.9
7/2/2004,10:00:00,1226,1168,265,650,158,33.6,28.7,1.4693,2.8
7/2/2004,11:00:00,1105,980,164,777,112,34.6,27.7,1.4991,1.8
7/2/2004,12:00:00,1160,1040,122,720,108,35.6,27.2,1.5557,1.8
7/2/2004,13:00:00,1125,1051,125,730,120,36.9,23.3,1.4313,1.9
7/2/2004,14:00:00,1099,1015,125,763,117,38.8,20.7,1.4036,1.7
7/2/2004,15:00:00,1124,1021,115,745,119,38.1,22.6,1.4868,1.7
7/2/2004,16:00:00,1105,995,162,778,149,37.1,23,1.4229,1.9
7/2/2004,17:00:00,1035,1043,149,804,174,34.8,19.3,1.0543,2.1
7/2/2004,18:00:00,1065,1110,161,757,163,33.6,20.7,1.059,2.4
7/2/2004,19:00:00,1051,1220,201,739,161,31.4,18.5,0.8376,3
7/2/2004,20:00:00,1073,1124,209,752,154,29.5,23.8,0.9623,2.8
7/2/2004,21:00:00,1008,1004,133,817,124,27.4,27.1,0.9736,1.9
7/2/2004,22:00:00,1090,1073,133,745,122,26.1,31.1,1.0338,2.1
7/2/2004,23:00:00,1048,983,134,780,119,25.5,34,1.0935,1.8
7/3/2004,0:00:00,1131,1087,164,705,131,24,37.8,1.1125,2.5
7/3/2004,1:00:00,953,874,72,854,84,24.2,37.3,1.1118,1.1
7/3/2004,2:00:00,897,745,50,968,77,23.4,40.6,1.1571,0.7
7/3/2004,3:00:00,900,750,-200,932,-200,21.8,46.6,1.1991,0.7
7/3/2004,4:00:00,828,639,27,1077,41,22.6,43,1.1629,0.4
7/3/2004,5:00:00,892,739,74,964,68,20.2,50.7,1.1844,0.7
7/3/2004,6:00:00,914,809,69,912,69,20.5,49.3,1.176,0.7
7/3/2004,7:00:00,1096,1017,162,722,101,21.4,48,1.2086,1.8
7/3/2004,8:00:00,1173,1130,208,648,120,23.2,43.9,1.2344,2.3
7/3/2004,9:00:00,1125,1016,168,712,124,25.3,40.7,1.2921,1.9
7/3/2004,10:00:00,1079,976,139,781,113,29.9,31.1,1.2883,1.7
7/3/2004,11:00:00,974,930,104,872,97,33.9,21.3,1.1067,1.3
7/3/2004,12:00:00,977,973,99,865,94,36.3,16,0.9465,1.5
7/3/2004,13:00:00,912,873,89,946,86,36.6,15.2,0.9177,1.3
7/3/2004,14:00:00,896,817,57,992,70,37.4,15.8,0.9998,0.8
7/3/2004,15:00:00,896,822,64,1002,70,37.9,15,0.9721,0.8
7/3/2004,16:00:00,956,862,65,930,82,38,16.8,1.0933,1.1
7/3/2004,17:00:00,970,900,79,909,93,36.9,17.5,1.0789,1.2
7/3/2004,18:00:00,929,869,80,942,89,35.3,17,0.9561,1.2
7/3/2004,19:00:00,947,926,81,905,90,31.9,20.4,0.9462,1.4
7/3/2004,20:00:00,1003,880,59,864,67,29.1,29.6,1.1792,1.1
7/3/2004,21:00:00,1045,940,90,822,94,27.4,33.4,1.2022,1.5
7/3/2004,22:00:00,1125,1035,122,728,109,26.7,35.8,1.2318,2
7/3/2004,23:00:00,1138,985,120,742,103,25.2,42.7,1.3473,1.9
7/4/2004,0:00:00,1217,1060,126,660,101,24,51.9,1.5252,2.2
7/4/2004,1:00:00,983,831,68,847,71,24.5,44.4,1.3476,1.1
7/4/2004,2:00:00,1007,864,65,816,71,22.6,51,1.3805,1.1
7/4/2004,3:00:00,957,816,-200,846,-200,22.2,52.7,1.3891,0.8
7/4/2004,4:00:00,914,725,38,949,49,21.2,56.8,1.4094,0.6
7/4/2004,5:00:00,886,702,31,971,43,20.3,59.6,1.3994,0.6
7/4/2004,6:00:00,899,708,40,972,44,21.3,56.7,1.4178,0.6
7/4/2004,7:00:00,942,723,36,968,42,23,54.6,1.5177,0.6
7/4/2004,8:00:00,1022,817,64,835,69,23.7,54.3,1.5731,1.1
7/4/2004,9:00:00,1009,810,56,859,65,25.4,49.3,1.5732,1
7/4/2004,10:00:00,1025,809,56,877,68,29.6,37.7,1.544,1
7/4/2004,11:00:00,977,783,43,939,58,33.9,26.2,1.3664,1
7/4/2004,12:00:00,936,757,40,1007,52,35.8,22.4,1.2933,0.8
7/4/2004,13:00:00,884,703,34,1076,46,37.9,18.8,1.222,0.7
7/4/2004,14:00:00,809,664,28,1185,40,38.5,14.8,0.9942,0.4
7/4/2004,15:00:00,852,718,32,1109,47,39.3,14.5,1.0149,0.5
7/4/2004,16:00:00,872,708,39,1106,56,38.9,15.6,1.0613,0.6
7/4/2004,17:00:00,839,752,52,1102,64,37.9,12.7,0.8211,0.7
7/4/2004,18:00:00,854,788,60,1064,71,35.8,13.4,0.7749,0.9
7/4/2004,19:00:00,971,942,104,900,103,32.3,19.7,0.9345,1.6
7/4/2004,20:00:00,985,944,102,866,97,30.1,23.5,0.9869,1.6
7/4/2004,21:00:00,1027,981,120,817,108,28.2,28.7,1.0806,1.7
7/4/2004,22:00:00,1012,876,89,853,87,26,35.7,1.1842,1.3
7/4/2004,23:00:00,1086,973,121,766,104,25.3,39.2,1.2452,1.9
7/5/2004,0:00:00,1025,939,107,790,93,24.7,38.7,1.1845,1.5
7/5/2004,1:00:00,848,692,41,1034,55,25.5,35.7,1.1499,0.6
7/5/2004,2:00:00,839,652,34,1075,49,22.5,43.2,1.1589,0.4
7/5/2004,3:00:00,814,618,-200,1097,-200,21.6,46.1,1.1761,0.3
7/5/2004,4:00:00,816,624,41,1073,56,19.7,51.4,1.1688,-200
7/5/2004,5:00:00,799,613,38,1120,43,21.6,45.7,1.1665,0.4
7/5/2004,6:00:00,879,792,59,906,57,21.1,47.3,1.1654,0.7
7/5/2004,7:00:00,1104,1125,165,697,80,21.6,44.1,1.1269,2
7/5/2004,8:00:00,1344,1496,287,519,134,23.7,37.9,1.0988,3.9
7/5/2004,9:00:00,1226,1272,317,632,157,26,30.1,0.9953,3.6
7/5/2004,10:00:00,1157,1176,330,691,175,30.6,23.2,1.001,3.2
7/5/2004,11:00:00,1059,1060,204,798,147,34.1,19.1,1.0048,2.2
7/5/2004,12:00:00,1076,1057,189,778,140,36.2,18,1.0636,2.2
7/5/2004,13:00:00,1066,1041,165,783,137,37.4,17.3,1.0914,2.1
7/5/2004,14:00:00,1049,994,139,813,123,39.5,15.6,1.102,1.8
7/5/2004,15:00:00,1097,1074,156,776,138,40.4,14.9,1.1033,2
7/5/2004,16:00:00,1087,1018,130,791,132,40.1,16.1,1.1699,1.8
7/5/2004,17:00:00,1269,1269,173,633,174,39.3,18.9,1.3251,3
7/5/2004,18:00:00,1328,1405,302,584,203,37.3,19.9,1.2437,4.3
7/5/2004,19:00:00,1200,1270,239,654,176,33.6,22.9,1.1747,3.5
7/5/2004,20:00:00,1098,1105,139,732,125,30.7,28.9,1.2501,2.5
7/5/2004,21:00:00,1058,1004,92,776,98,28.8,32.8,1.2776,1.8
7/5/2004,22:00:00,1081,1025,104,738,103,27.3,36.8,1.3207,1.9
7/5/2004,23:00:00,1062,962,108,776,104,26.2,39.7,1.3249,1.9
7/6/2004,0:00:00,1078,971,107,752,105,25.4,43,1.37,1.9
7/6/2004,1:00:00,917,761,55,931,75,25.8,41,1.3461,0.9
7/6/2004,2:00:00,881,718,43,965,60,23.3,48.4,1.3677,0.7
7/6/2004,3:00:00,865,671,-200,1012,-200,23.5,47.8,1.3607,0.6
7/6/2004,4:00:00,829,602,23,1123,36,23.5,46.7,1.3361,0.4
7/6/2004,5:00:00,913,743,65,931,66,21.8,52.3,1.3539,0.7
7/6/2004,6:00:00,1077,985,165,742,97,21.8,52.5,1.3529,1.6
7/6/2004,7:00:00,1337,1386,274,565,115,22.9,49.1,1.3546,3.8
7/6/2004,8:00:00,1467,1575,369,472,145,24.9,43.3,1.3422,5.1
7/6/2004,9:00:00,1257,1227,308,611,162,26.7,39.4,1.3556,3.4
7/6/2004,10:00:00,1227,1125,227,675,147,30.5,32.9,1.4135,2.6
7/6/2004,11:00:00,1188,1108,178,693,132,34.2,27.2,1.4404,2.2
7/6/2004,12:00:00,1301,1276,267,631,179,38.2,20.9,1.3701,3.4
7/6/2004,13:00:00,1201,1278,278,657,174,39.6,16.9,1.2028,3.4
7/6/2004,14:00:00,1058,1026,165,794,132,39.9,15.8,1.141,1.8
7/6/2004,15:00:00,1037,1075,172,789,151,40.2,13.9,1.02,2
7/6/2004,16:00:00,1055,1157,216,762,168,39.6,13.2,0.9332,2.4
7/6/2004,17:00:00,1179,1364,306,661,192,39.5,12.6,0.8894,3.8
7/6/2004,18:00:00,1298,1430,317,632,194,37.9,13.9,0.9015,4.4
7/6/2004,19:00:00,1213,1327,251,654,155,34.2,17.9,0.9444,3.9
7/6/2004,20:00:00,1233,1398,230,613,159,32.6,20.6,0.9939,4
7/6/2004,21:00:00,1086,1145,154,737,125,30.4,23.2,0.9889,2.5
7/6/2004,22:00:00,1056,1078,137,765,108,28.8,25.1,0.9793,2.1
7/6/2004,23:00:00,1138,1128,133,681,110,27.8,29.9,1.1018,2.4
7/7/2004,0:00:00,1112,1128,117,675,99,26.9,32.6,1.1381,2.1
7/7/2004,1:00:00,992,948,106,773,95,26.3,33.7,1.1377,1.6
7/7/2004,2:00:00,895,767,55,931,69,25.7,33.9,1.1065,0.8
7/7/2004,3:00:00,843,655,-200,1046,-200,24.8,36,1.1109,0.5
7/7/2004,4:00:00,828,626,27,1073,45,25.5,34.6,1.1096,0.4
7/7/2004,5:00:00,894,709,46,997,53,24,37.8,1.1077,0.5
7/7/2004,6:00:00,1072,976,144,740,88,23.9,39.3,1.1522,1.3
7/7/2004,7:00:00,1425,1486,392,512,136,24.8,38.4,1.1808,4.1
7/7/2004,8:00:00,1428,1500,358,496,141,26.9,34.4,1.2036,4.1
7/7/2004,9:00:00,1359,1415,381,572,189,29.6,28.7,1.1706,4
7/7/2004,10:00:00,1182,1122,261,730,166,34.6,21.1,1.1398,2.2
7/7/2004,11:00:00,1117,1045,207,761,154,38.3,17,1.1216,2
7/7/2004,12:00:00,1119,1088,155,741,149,40.4,14.5,1.0736,2
7/7/2004,13:00:00,1068,1152,193,739,142,42.6,9.6,0.8012,2.2
7/7/2004,14:00:00,1090,1120,195,743,130,42.5,10.2,0.8478,2.2
7/7/2004,15:00:00,1056,1024,159,792,121,41,11.6,0.8872,1.8
7/7/2004,16:00:00,1098,1007,120,799,116,41.3,13,1.0154,1.8
7/7/2004,17:00:00,1318,1339,228,635,177,39.2,14.5,1.0106,3.3
7/7/2004,18:00:00,1348,1347,348,599,233,36.9,17.9,1.096,4.3
7/7/2004,19:00:00,1502,1546,337,538,223,35.6,20.4,1.1646,5.3
7/7/2004,20:00:00,1373,1364,282,597,184,33.7,22.6,1.1658,4.3
7/7/2004,21:00:00,1397,1346,228,580,165,31.5,27.8,1.2671,3.6
7/7/2004,22:00:00,1286,1214,168,620,132,31.1,29.3,1.3055,2.4
7/7/2004,23:00:00,1222,1161,173,661,122,30.2,30.9,1.3026,2.1
7/8/2004,0:00:00,1069,983,87,749,88,29.8,30.2,1.2502,1.2
7/8/2004,1:00:00,1011,864,65,809,79,28.4,32.5,1.2361,0.9
7/8/2004,2:00:00,962,803,43,853,60,27.5,34,1.231,0.6
7/8/2004,3:00:00,919,723,-200,910,-200,26.8,35.3,1.2243,0.5
7/8/2004,4:00:00,969,769,43,866,60,24.5,40.4,1.2251,-200
7/8/2004,5:00:00,986,784,66,839,74,25.6,38.8,1.2545,0.6
7/8/2004,6:00:00,990,821,57,848,62,27.5,34.6,1.2518,0.6
7/8/2004,7:00:00,1296,1208,231,603,115,25.9,37.4,1.2289,2.2
7/8/2004,8:00:00,1371,1384,219,545,119,28.5,32.5,1.2441,3.2
7/8/2004,9:00:00,1385,1240,288,596,155,29.5,32.7,1.3229,3
7/8/2004,10:00:00,1381,1227,312,595,162,29.8,33.1,1.3693,2.7
7/8/2004,11:00:00,1396,1306,361,587,189,33.4,26.8,1.3586,3.2
7/8/2004,12:00:00,1070,1000,147,801,115,40.3,15.8,1.1604,1.4
7/8/2004,13:00:00,1076,972,111,819,109,41.8,15,1.1989,1.3
7/8/2004,14:00:00,1126,1004,98,788,108,41.1,15.7,1.2071,1.4
7/8/2004,15:00:00,1225,1196,156,673,145,41.9,14.8,1.1944,2.1
7/8/2004,16:00:00,1202,1206,213,671,167,40.9,14.6,1.114,2.4
7/8/2004,17:00:00,1308,1310,250,628,200,39.1,16.9,1.1705,3.1
7/8/2004,18:00:00,1440,1281,253,580,178,36.4,27.3,1.6308,3.5
7/8/2004,19:00:00,1611,1552,317,487,206,34.9,29.3,1.611,5.1
7/8/2004,20:00:00,1387,1419,309,559,192,33.6,26.4,1.3515,4.5
7/8/2004,21:00:00,1268,1206,201,648,137,32.2,27.6,1.3044,2.9
7/8/2004,22:00:00,1237,1175,173,660,128,30.5,29.7,1.2742,2.6
7/8/2004,23:00:00,1302,1198,156,628,121,29.4,35.6,1.4383,2.7
7/9/2004,0:00:00,1347,1282,190,575,136,29.1,34.8,1.38,3.2
7/9/2004,1:00:00,1355,1198,129,564,109,27.7,41.9,1.537,2.3
7/9/2004,2:00:00,1023,822,65,823,74,27.9,41.6,1.5425,1
7/9/2004,3:00:00,903,631,-200,1070,-200,27.8,43.7,1.6039,0.5
7/9/2004,4:00:00,876,605,29,1144,40,27.4,42.2,1.5177,0.4
7/9/2004,5:00:00,932,707,58,1011,61,26.6,42.8,1.4713,0.6
7/9/2004,6:00:00,1020,866,92,847,83,26.9,40.3,1.4041,1
7/9/2004,7:00:00,1264,1241,228,609,129,27,37.3,1.3081,2.9
7/9/2004,8:00:00,1179,1153,172,654,-200,27,35.3,1.2396,2.7
7/9/2004,9:00:00,1079,966,154,785,115,27.4,32,1.1545,1.8
7/9/2004,10:00:00,1036,955,166,829,130,30.5,24.7,1.0592,1.8
7/9/2004,11:00:00,1002,964,149,828,137,32.9,20.1,0.9902,1.7
7/9/2004,12:00:00,995,959,111,856,116,33.9,18.4,0.9587,1.5
7/9/2004,13:00:00,1008,962,145,845,129,34.4,19.3,1.0325,1.7
7/9/2004,14:00:00,978,962,105,846,117,34.2,19.6,1.0399,1.3
7/9/2004,15:00:00,989,990,113,822,138,33.2,20.4,1.0195,1.5
7/9/2004,16:00:00,961,985,115,845,139,32.4,19.1,0.915,1.5
7/9/2004,17:00:00,1009,1116,202,779,180,32.2,17.1,0.8124,2.3
7/9/2004,18:00:00,970,1117,180,786,162,31,17.1,0.7526,2.2
7/9/2004,19:00:00,1097,1199,190,699,158,28.3,24.9,0.9412,2.8
7/9/2004,20:00:00,1065,1105,207,723,162,26.6,30.2,1.033,2.7
7/9/2004,21:00:00,1036,986,113,776,112,24.8,36.8,1.1357,1.7
7/9/2004,22:00:00,1049,958,98,794,104,23.7,43.4,1.2495,1.5
7/9/2004,23:00:00,1147,1043,152,727,125,23,46.2,1.2815,2.3
7/10/2004,0:00:00,1118,1082,161,694,127,22.7,47.7,1.2977,2.3
7/10/2004,1:00:00,1016,963,91,776,95,22.2,49.5,1.3081,1.5
7/10/2004,2:00:00,940,845,57,845,70,21.6,51.9,1.3254,1
7/10/2004,3:00:00,836,643,-200,1114,-200,22.3,50.4,1.3379,0.5
7/10/2004,4:00:00,831,626,22,1126,33,22.4,49.7,1.3333,0.3
7/10/2004,5:00:00,877,711,41,1018,45,21.7,52,1.3313,0.4
7/10/2004,6:00:00,872,725,53,976,56,21.1,53.2,1.3181,0.5
7/10/2004,7:00:00,958,805,92,886,74,22,51,1.3296,0.9
7/10/2004,8:00:00,959,848,91,859,84,25,41.6,1.301,1.1
7/10/2004,9:00:00,997,933,89,799,93,26.7,36.4,1.2596,1.4
7/10/2004,10:00:00,916,843,81,891,97,29.1,29.7,1.1751,1.1
7/10/2004,11:00:00,895,831,66,946,83,31.2,23.4,1.0487,0.9
7/10/2004,12:00:00,855,812,53,982,71,32.4,20.5,0.9806,0.8
7/10/2004,13:00:00,861,811,61,997,78,33.3,19.2,0.9634,0.8
7/10/2004,14:00:00,821,766,48,1071,62,33.1,16.8,0.8391,0.6
7/10/2004,15:00:00,835,731,39,1108,54,33.1,18.3,0.9081,0.6
7/10/2004,16:00:00,813,732,41,1118,59,32.4,18,0.8599,0.5
7/10/2004,17:00:00,833,786,48,1064,69,31.8,18.7,0.8624,0.7
7/10/2004,18:00:00,859,803,50,1032,67,30.3,21.4,0.9064,0.8
7/10/2004,19:00:00,887,778,51,978,58,27.2,28.2,1.0013,0.9
7/10/2004,20:00:00,970,900,70,856,77,26.1,33.7,1.1228,1.3
7/10/2004,21:00:00,990,866,89,866,94,24.7,38.8,1.1929,1.3
7/10/2004,22:00:00,1022,899,100,846,97,23.4,43.2,1.229,1.4
7/10/2004,23:00:00,1075,993,139,781,110,23.1,44.2,1.2317,1.9
7/11/2004,0:00:00,1088,1035,176,751,116,22.7,45.3,1.2299,2.3
7/11/2004,1:00:00,925,831,71,880,74,21.6,47.5,1.2118,1
7/11/2004,2:00:00,853,716,37,994,51,22,45.8,1.1965,0.5
7/11/2004,3:00:00,918,830,-200,875,-200,20.4,51.3,1.2131,1
7/11/2004,4:00:00,796,636,30,1092,40,20.6,50.3,1.2041,0.4
7/11/2004,5:00:00,796,628,29,1136,36,20.6,50.6,1.2119,0.3
7/11/2004,6:00:00,795,606,25,1152,35,21.3,48.8,1.2189,0.2
7/11/2004,7:00:00,842,656,40,1080,48,20.4,52.6,1.247,0.4
7/11/2004,8:00:00,850,659,32,1077,38,23.5,44,1.2596,0.3
7/11/2004,9:00:00,884,709,43,1027,54,25.7,37.9,1.2334,0.6
7/11/2004,10:00:00,907,741,44,983,57,27.9,33.6,1.2433,0.6
7/11/2004,11:00:00,846,703,35,1034,54,29,28.3,1.1116,0.6
7/11/2004,12:00:00,827,697,32,1070,46,29.5,25.9,1.0489,0.5
7/11/2004,13:00:00,804,636,21,1185,36,31.8,22.3,1.0366,0.4
7/11/2004,14:00:00,775,619,10,1254,19,32.2,20,0.9488,0.2
7/11/2004,15:00:00,802,651,22,1206,34,32.4,19.3,0.922,0.4
7/11/2004,16:00:00,844,751,46,1064,63,33,17.7,0.8758,0.6
7/11/2004,17:00:00,881,765,66,1029,86,32,19.8,0.9273,0.9
7/11/2004,18:00:00,877,736,49,1077,65,29.6,24.1,0.9831,0.7
7/11/2004,19:00:00,931,885,86,892,101,26.9,27.1,0.948,1.2
7/11/2004,20:00:00,1011,967,111,818,116,25.3,30.9,0.9815,1.6
7/11/2004,21:00:00,1035,1015,143,757,124,24.2,35.9,1.0684,1.8
7/11/2004,22:00:00,1153,1042,184,733,136,23.2,43.2,1.2104,2.4
7/11/2004,23:00:00,1020,929,134,805,108,22.7,43.9,1.1962,1.5
7/12/2004,0:00:00,954,879,78,837,82,21.6,44,1.1244,0.9
7/12/2004,1:00:00,903,800,50,911,68,20.7,46.4,1.1198,0.8
7/12/2004,2:00:00,779,581,13,1204,22,21.2,46.2,1.1482,0.2
7/12/2004,3:00:00,761,540,-200,1269,-200,22.7,42.3,1.1491,0.1
7/12/2004,4:00:00,780,568,24,1200,34,19.9,51.3,1.1803,-200
7/12/2004,5:00:00,835,672,43,1053,43,20,51.8,1.1967,0.5
7/12/2004,6:00:00,1004,955,146,758,84,18.5,57.4,1.2076,1.4
7/12/2004,7:00:00,1272,1328,333,567,108,19.6,54.3,1.2278,3.3
7/12/2004,8:00:00,1173,1217,298,625,112,21.3,49.7,1.2452,3.6
7/12/2004,9:00:00,986,922,178,820,104,21.7,46.3,1.1867,1.7
7/12/2004,10:00:00,942,849,177,907,107,23.4,39.4,1.1172,1.5
7/12/2004,11:00:00,957,875,172,891,102,25.7,33,1.0763,1.6
7/12/2004,12:00:00,1024,1052,183,779,104,28.5,27.3,1.0479,2.1
7/12/2004,13:00:00,962,963,164,835,96,27,27.9,0.9812,2.1
7/12/2004,14:00:00,958,873,122,868,80,24.2,36.9,1.0966,1.6
7/12/2004,15:00:00,933,831,105,888,72,26,34.9,1.1509,1.3
7/12/2004,16:00:00,942,912,144,842,106,24.8,33.1,1.0222,1.6
7/12/2004,17:00:00,1073,1117,220,693,119,24,36.3,1.0708,3.1
7/12/2004,18:00:00,1086,1159,207,686,119,23.6,35.5,1.0187,3.3
7/12/2004,19:00:00,1091,1161,210,682,128,23.6,35.7,1.0282,3.4
7/12/2004,20:00:00,980,1009,175,786,112,23.3,34.5,0.9768,2.8
7/12/2004,21:00:00,904,877,117,890,95,22.5,36.8,0.988,1.5
7/12/2004,22:00:00,865,773,93,991,85,21.3,38.7,0.9686,1.3
7/12/2004,23:00:00,898,863,118,911,101,20.9,39.4,0.9596,1.6
7/13/2004,0:00:00,945,883,132,837,94,19.8,47.7,1.093,1.5
7/13/2004,1:00:00,854,764,88,932,76,19.3,51.4,1.1387,1
7/13/2004,2:00:00,751,587,43,1165,50,18.4,53.4,1.117,0.5
7/13/2004,3:00:00,723,544,-200,1274,-200,18.8,51.1,1.1,0.4
7/13/2004,4:00:00,754,620,44,1102,51,16.3,59.8,1.1042,0.6
7/13/2004,5:00:00,758,670,50,1070,42,16.6,56.8,1.0629,0.7
7/13/2004,6:00:00,873,871,101,871,62,16.2,57.4,1.0515,1.3
7/13/2004,7:00:00,1176,1398,339,567,111,17.3,54.3,1.0631,4
7/13/2004,8:00:00,1257,1495,379,524,129,19.2,48.8,1.0751,5
7/13/2004,9:00:00,1137,1200,321,648,135,21.7,42.4,1.0859,3.6
7/13/2004,10:00:00,1064,1126,272,711,139,26.4,29.9,1.0138,2.8
7/13/2004,11:00:00,1026,1094,278,769,134,31.3,19.1,0.8634,2.6
7/13/2004,12:00:00,986,1133,253,773,141,33.7,15.4,0.7913,2.7
7/13/2004,13:00:00,908,1031,187,857,112,34.5,13.3,0.7158,2.3
7/13/2004,14:00:00,888,1007,149,870,105,33.8,13.9,0.7172,2
7/13/2004,15:00:00,843,830,89,995,72,30.1,19.4,0.8157,1.3
7/13/2004,16:00:00,905,931,124,876,90,28.3,21.3,0.8054,1.7
7/13/2004,17:00:00,1023,1127,206,760,126,31.9,18.3,0.8523,2.8
7/13/2004,18:00:00,1125,1279,241,662,154,32,20.1,0.9364,3.8
7/13/2004,19:00:00,1211,1483,303,586,173,28.9,24.1,0.9495,4.9
7/13/2004,20:00:00,1140,1289,294,634,162,27.3,27.1,0.967,4.3
7/13/2004,21:00:00,1029,1105,203,737,128,26,28.5,0.9484,2.6
7/13/2004,22:00:00,981,1054,176,768,120,25.2,28.6,0.9008,2.4
7/13/2004,23:00:00,971,1014,155,788,111,24.3,31.1,0.9316,1.9
7/14/2004,0:00:00,927,930,108,840,89,23.6,33.8,0.9685,1.4
7/14/2004,1:00:00,868,846,72,925,69,23,33.8,0.9406,1.1
7/14/2004,2:00:00,863,824,65,905,70,22.2,38.4,1.0126,0.9
7/14/2004,3:00:00,820,716,-200,994,-200,20.4,42.6,1.0083,0.7
7/14/2004,4:00:00,777,645,39,1076,59,20.5,42.3,1.0091,0.5
7/14/2004,5:00:00,855,762,79,942,73,18.8,49,1.0505,0.8
7/14/2004,6:00:00,960,973,140,769,89,18.8,49.4,1.0624,1.3
7/14/2004,7:00:00,1310,1492,427,527,142,19.9,46.5,1.071,4.7
7/14/2004,8:00:00,1339,1561,366,498,145,22.1,41.7,1.098,4.6
7/14/2004,9:00:00,1211,1290,311,606,156,24,36.4,1.0706,3.7
7/14/2004,10:00:00,1068,1171,275,711,148,30.2,22.8,0.9616,2.8
7/14/2004,11:00:00,932,1026,195,851,122,33.4,17.1,0.8627,1.8
7/14/2004,12:00:00,949,1069,144,819,106,35.1,15,0.8381,1.9
7/14/2004,13:00:00,944,1045,162,829,106,34.1,16,0.8408,2
7/14/2004,14:00:00,966,1131,200,800,127,35.7,13.6,0.7836,2
7/14/2004,15:00:00,940,1063,176,848,113,35.3,13.8,0.7767,2.1
7/14/2004,16:00:00,934,1041,203,865,136,32.3,16.7,0.7946,2.1
7/14/2004,17:00:00,1052,1252,237,739,153,36,13.3,0.7773,3.2
7/14/2004,18:00:00,1109,1374,263,676,172,35.8,13.7,0.7868,4
7/14/2004,19:00:00,1169,1430,300,636,190,32.3,18.4,0.8753,4.6
7/14/2004,20:00:00,1093,1163,189,717,160,29.7,25,1.0246,3
7/14/2004,21:00:00,1084,1200,185,686,159,27.8,26.6,0.9748,2.9
7/14/2004,22:00:00,970,1023,134,787,123,26.3,27.3,0.9238,1.9
7/14/2004,23:00:00,951,939,96,849,101,25.3,30,0.9508,1.4
7/15/2004,0:00:00,1038,1053,122,744,116,24,34.9,1.0271,2.1
7/15/2004,1:00:00,950,937,64,802,80,23.4,38.6,1.0968,1.2
7/15/2004,2:00:00,831,695,30,1033,51,23.5,38.3,1.0972,0.6
7/15/2004,3:00:00,813,656,-200,1070,-200,22,42.6,1.1146,0.4
7/15/2004,4:00:00,797,621,23,1105,37,21.6,44,1.1225,-200
7/15/2004,5:00:00,824,660,36,1033,46,21.4,45.6,1.1493,0.4
7/15/2004,6:00:00,879,796,58,912,64,21.1,47.1,1.1641,0.7
7/15/2004,7:00:00,1132,1166,168,652,108,21.3,48.4,1.2119,2.3
7/15/2004,8:00:00,1291,1434,306,526,151,22.9,47.9,1.3208,4
7/15/2004,9:00:00,1193,1160,231,630,153,24.4,45.5,1.3721,2.8
7/15/2004,10:00:00,1057,914,157,796,116,27.6,38,1.3818,1.6
7/15/2004,11:00:00,1027,899,132,822,116,31.1,29.6,1.318,1.6
7/15/2004,12:00:00,1084,1052,136,736,130,33.4,24.7,1.2516,2
7/15/2004,13:00:00,1032,1071,127,742,131,35.7,18.9,1.0865,2
7/15/2004,14:00:00,977,998,125,810,131,36.2,18.1,1.0724,1.7
7/15/2004,15:00:00,1039,1069,138,773,135,37.1,17.7,1.094,2
7/15/2004,16:00:00,1056,1127,163,734,152,36.5,18.1,1.0887,2.2
7/15/2004,17:00:00,1164,1306,259,648,198,35.5,19.1,1.0888,3.2
7/15/2004,18:00:00,1124,1309,236,655,183,33.7,20,1.0275,3.6
7/15/2004,19:00:00,1152,1355,245,628,175,30.5,22.7,0.9763,3.8
7/15/2004,20:00:00,1223,1399,344,592,193,28.7,26.2,1.0144,4.8
7/15/2004,21:00:00,1058,1139,188,696,140,26.7,28.9,0.9981,2.8
